hall,machine_name,median_count,n_days,count_group
蒲田7,ガールズ&パンツァー 最終章,3.0,347,XXS
蒲田7,クランキークレスト,3.0,154,XXS
蒲田7,シャーマンキング,3.0,348,XXS
蒲田7,ゾンビランドサガ,3.0,348,XXS
蒲田7,ハイパーラッシュ,3.0,120,XXS
蒲田7,バベル,3.0,12,XXS
蒲田7,プリズムナナ,3.0,194,XXS
蒲田7,マジカルハロウィン ボーナストリガー,3.0,103,XXS
蒲田7,不二子BT,3.0,181,XXS
蒲田7,攻殻機動隊,3.0,139,XXS
蒲田7,翔べ！ハーレムエース,3.0,77,XXS
蒲田7,SHAKE BONUS TRIGGER,4.0,244,XS
蒲田7,アレックス ブライト,4.0,348,XS
蒲田7,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,4.0,243,XS
蒲田7,スマスロ サンダーV,4.0,111,XS
蒲田7,スマスロ炎炎ノ消防隊,4.0,272,XS
蒲田7,タクトオーパス デスティニー,4.0,41,XS
蒲田7,バーサスリヴァイズ,4.0,348,XS
蒲田7,マタドールIII,4.0,35,XS
蒲田7,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE‐ART,4.0,348,XS
蒲田7,押忍！番長4,4.0,92,XS
蒲田7,絶対衝激IV,4.0,47,XS
蒲田7,荒野のコトブキ飛行隊,4.0,30,XS
蒲田7,麻雀物語,4.0,104,XS
蒲田7,BIRDIE WING ‐Golf Girls' Story‐,5.0,14,XS
蒲田7,とある科学の超電磁砲2,5.0,187,XS
蒲田7,ウルトラミラクルジャグラー,5.0,348,XS
蒲田7,スマスロ ハナビ,5.0,139,XS
蒲田7,ネオプラネット,5.0,77,XS
蒲田7,ヨルムンガンド,5.0,68,XS
蒲田7,少女☆歌劇 レヴュースタァライト ‐The SLOT‐,5.0,348,XS
蒲田7,虚構推理,5.0,76,XS
蒲田7,スマスロ秘宝伝,6.0,119,XS
蒲田7,ミスタージャグラー,6.0,348,XS
蒲田7,七つの魔剣が支配する,6.0,348,XS
蒲田7,主役は銭形5,6.0,194,XS
蒲田7,咲‐Saki‐ 頂上決戦,6.0,126,XS
蒲田7,無職転生 ～異世界行ったら本気だす～,6.0,181,XS
蒲田7,甲鉄城のカバネリ,6.0,348,XS
蒲田7,うみねこのなく頃に2,7.0,139,XS
蒲田7,ゴブリンスレイヤーII,7.0,76,XS
蒲田7,ハイビリターン‐30,7.0,28,XS
蒲田7,ビッグドリーム THE GOLDEN PUSHER,7.0,41,XS
蒲田7,アズールレーン THE ANIMATION,8.0,320,XS
蒲田7,スマート沖スロ ニューキングハナハナV,8.0,91,XS
蒲田7,スーパーリオエース2,8.0,41,XS
蒲田7,ソードアート・オンライン,8.0,348,XS
蒲田7,バイオハザード5,8.0,154,XS
蒲田7,ヱヴァンゲリヲン ～約束の扉～,8.0,307,XS
蒲田7,吉宗,8.0,237,XS
蒲田7,新ハナビ,8.0,348,XS
蒲田7,痛いのは嫌なので防御力に極振りしたいと思います。,8.0,348,XS
蒲田7,範馬刃牙,8.0,82,XS
蒲田7,革命機ヴァルヴレイヴ,8.0,312,XS
蒲田7,ToLOVEるダークネス TRANCE ver.8.7,9.0,348,XS
蒲田7,わたしの幸せな結婚,9.0,63,XS
蒲田7,ジャグラーガールズ,9.0,348,XS
蒲田7,ダーリン・イン・ザ・フランキス,10.0,181,XS
蒲田7,ディスクアップ ULTRAREMIX,10.0,348,XS
蒲田7,デビル メイ クライ5 スタイリッシュトライブ,10.0,167,XS
蒲田7,ハッピージャグラーVIII,10.0,348,XS
蒲田7,転生したら剣でした,10.0,64,XS
蒲田7,いざ！番長,12.0,348,S
蒲田7,スマスロ炎炎ノ消防隊2,12.0,139,S
蒲田7,ソードアート・オンラインII,12.0,14,S
蒲田7,スーパーブラックジャック,13.0,348,S
蒲田7,戦国乙女4 戦乱に閃く炯眼の軍師,14.0,348,S
蒲田7,機動戦士ガンダムユニコーン 覚醒DRIVE,14.0,48,S
蒲田7,沖ドキ!ゴージャス 30Φ,14.0,167,S
蒲田7,化物語,15.0,194,S
蒲田7,真打 吉宗,15.0,76,S
蒲田7,キングハナハナ-30,16.0,348,S
蒲田7,バイオハザード RE:3,16.0,41,S
蒲田7,モンスターハンターライズ,16.0,348,S
蒲田7,ゴッドイーター リザレクション,17.0,348,S
蒲田7,新鬼武者3,17.0,256,S
蒲田7,鉄拳6,18.0,126,S
蒲田7,沖ドキ!DUO アンコール,21.0,181,M
蒲田7,ゴーゴージャグラー3,23.0,348,M
蒲田7,ファンキージャグラー2,24.0,348,M
蒲田7,戦国乙女5 業火を穿つ宿焔の双刃,24.0,14,M
蒲田7,東京リベンジャーズ,24.0,285,M
蒲田7,ミリオンゴッド‐神々の軌跡‐,25.0,62,M
蒲田7,北斗の拳 転生の章2,26.0,167,M
蒲田7,からくりサーカス,28.0,348,M
蒲田7,かぐや様は告らせたい,30.0,348,M
蒲田7,革命機ヴァルヴレイヴ2,30.0,228,M
蒲田7,甲鉄城のカバネリ 海門(うなと)決戦,34.0,111,L
蒲田7,ネオアイムジャグラーEX,37.0,285,L
蒲田7,アイムジャグラーEX-TP,38.0,181,L
蒲田7,スマスロ北斗の拳,41.0,348,L
蒲田7,東京喰種,41.0,348,L
蒲田7,マギアレコード 魔法少女まどか☆マギカ外伝,42.0,348,L
蒲田7,モンキーターンV,42.0,348,L
蒲田7,マイジャグラーV,57.0,348,XL
蒲田1, サラリーマン金太郎,1.0,77,XXS
蒲田1,A‐SLOT+ 異世界かるてっと,1.0,77,XXS
蒲田1,うしおととら 白面決戦,1.0,77,XXS
蒲田1,アレックス ブライト,1.0,297,XXS
蒲田1,サラリーマン金太郎～MAX～,1.0,12,XXS
蒲田1,タクトオーパス デスティニー,1.0,42,XXS
蒲田1,ディスクアップ2,1.0,346,XXS
蒲田1,ドッチ,1.0,57,XXS
蒲田1,ハイパーラッシュ,1.0,219,XXS
蒲田1,マジカルハロウィン ボーナストリガー,1.0,43,XXS
蒲田1,七つの魔剣が支配する,1.0,281,XXS
蒲田1,不二子BT,1.0,107,XXS
蒲田1,仮面ライダー電王,1.0,31,XXS
蒲田1,戦国†恋姫,1.0,273,XXS
蒲田1,新ハナビ,1.0,380,XXS
蒲田1,聖戦士ダンバイン,1.0,120,XXS
蒲田1,A‐SLOT+ この素晴らしい世界に祝福を！,2.0,34,XXS
蒲田1,BIRDIE WING ‐Golf Girls' Story‐,2.0,14,XXS
蒲田1,LB翔べ!ハーレムエースCF,2.0,5,XXS
蒲田1,SHAKE BONUS TRIGGER,2.0,242,XXS
蒲田1,Sister Quest,2.0,49,XXS
蒲田1,ULTRAMAN,2.0,26,XXS
蒲田1,アクダマドライブ,2.0,62,XXS
蒲田1,グランベルム,2.0,113,XXS
蒲田1,スマスロ サンダーV,2.0,108,XXS
蒲田1,スマスロ ドルアーガの塔,2.0,28,XXS
蒲田1,ゾンビランドサガ,2.0,169,XXS
蒲田1,ダークハイビ,2.0,1,XXS
蒲田1,ディスクアップ ULTRAREMIX,2.0,177,XXS
蒲田1,ネオプラネット,2.0,48,XXS
蒲田1,バイオハザード RE:2,2.0,224,XXS
蒲田1,バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,2.0,101,XXS
蒲田1,バベル,2.0,28,XXS
蒲田1,バンドリ！,2.0,6,XXS
蒲田1,パチスロULTRAMAN-KE,2.0,5,XXS
蒲田1,マジカルハロウィン8,2.0,43,XXS
蒲田1,ラブ嬢3～Wご指名はいかがですか?～,2.0,41,XXS
蒲田1,回胴黙示録カイジ 狂宴,2.0,91,XXS
蒲田1,少女☆歌劇 レヴュースタァライト ‐The SLOT‐,2.0,448,XXS
蒲田1,桃太郎電鉄 ～パチスロも定番!～,2.0,33,XXS
蒲田1,真・一騎当千,2.0,134,XXS
蒲田1,範馬刃牙,2.0,94,XXS
蒲田1,絶対衝激～PLATONIC HEART～,2.0,46,XXS
蒲田1,翔べ！ハーレムエース,2.0,116,XXS
蒲田1,虚構推理,2.0,77,XXS
蒲田1,頭文字D 2nd,2.0,61,XXS
蒲田1,/ギルティクラウン2/XF,3.0,5,XXS
蒲田1,HEY！エリートサラリーマン鏡,3.0,255,XXS
蒲田1,うみねこのなく頃に2,3.0,139,XXS
蒲田1,とある科学の超電磁砲2,3.0,163,XXS
蒲田1,にゃんこ大戦争 超神速,3.0,77,XXS
蒲田1,ようこそ実力至上主義の教室へ,3.0,97,XXS
蒲田1,アイドルマスター ミリオンライブ！ ネクストプロローグ,3.0,42,XXS
蒲田1,アズールレーン THE ANIMATION,3.0,306,XXS
蒲田1,ガールズ&パンツァー 最終章,3.0,13,XXS
蒲田1,ギルティクラウン2,3.0,79,XXS
蒲田1,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,3.0,223,XXS
蒲田1,コードギアス 反逆のルルーシュ/復活のルルーシュ,3.0,82,XXS
蒲田1,ゴジラ,3.0,105,XXS
蒲田1,シャーマンキング,3.0,283,XXS
蒲田1,スマスロ ハナビ,3.0,140,XXS
蒲田1,スマスロ秘宝伝,3.0,119,XXS
蒲田1,スーパービンゴネオ,3.0,382,XXS
蒲田1,スーパーリオエース2,3.0,42,XXS
蒲田1,ソードアート・オンライン,3.0,425,XXS
蒲田1,ダンベル何キロ持てる？,3.0,97,XXS
蒲田1,チバリヨ2プラス,3.0,492,XXS
蒲田1,ビッグドリーム THE GOLDEN PUSHER,3.0,42,XXS
蒲田1,プリズムナナ,3.0,82,XXS
蒲田1,ヨルムンガンド,3.0,75,XXS
蒲田1,ヱヴァンゲリヲン ～約束の扉～,3.0,218,XXS
蒲田1,一方通行 とある魔術の禁書目録,3.0,33,XXS
蒲田1,主役は銭形4,3.0,14,XXS
蒲田1,化物語,3.0,196,XXS
蒲田1,戦姫絶唱シンフォギア 正義の歌,3.0,34,XXS
蒲田1,押忍!番長ZERO,3.0,348,XXS
蒲田1,攻殻機動隊,3.0,140,XXS
蒲田1,沖ドキ!ゴージャス 30Φ,3.0,447,XXS
蒲田1,無職転生 ～異世界行ったら本気だす～,3.0,181,XXS
蒲田1,絶対衝激IV,3.0,47,XXS
蒲田1,荒野のコトブキ飛行隊,3.0,28,XXS
蒲田1,転生したら剣でした,3.0,49,XXS
蒲田1,麻雀物語,3.0,181,XXS
蒲田1,/いざ番長/SB8,4.0,5,XS
蒲田1,LBニューパルサーBTC9,4.0,5,XS
蒲田1,ありふれた職業で世界最強,4.0,110,XS
蒲田1,ウルトラミラクルジャグラー,4.0,523,XS
蒲田1,ゴジラ対エヴァンゲリオン,4.0,97,XS
蒲田1,シン・エヴァンゲリオン,4.0,118,XS
蒲田1,スマート沖スロ ドラゴンハナハナ～閃光～,4.0,294,XS
蒲田1,ダーリン・イン・ザ・フランキス,4.0,139,XS
蒲田1,デビル メイ クライ5 スタイリッシュトライブ,4.0,357,XS
蒲田1,ニューパルサーBT,4.0,67,XS
蒲田1,ミスタージャグラー,4.0,523,XS
蒲田1,ルパン三世 大航海者の秘宝,4.0,354,XS
蒲田1,咲‐Saki‐ 頂上決戦,4.0,77,XS
蒲田1,甲鉄城のカバネリ,4.0,517,XS
蒲田1,痛いのは嫌なので防御力に極振りしたいと思います。,4.0,523,XS
蒲田1,真打 吉宗,4.0,76,XS
蒲田1,Re:ゼロから始める異世界生活 season2,5.0,20,XS
蒲田1,ToLOVEるダークネス TRANCE ver.8.7,5.0,385,XS
蒲田1,わたしの幸せな結婚,5.0,70,XS
蒲田1,ゴブリンスレイヤーII,5.0,63,XS
蒲田1,スマスロ炎炎ノ消防隊,5.0,97,XS
蒲田1,スマスロ炎炎ノ消防隊2,5.0,140,XS
蒲田1,ソードアート・オンラインII,5.0,14,XS
蒲田1,デビル メイ クライ 5,5.0,5,XS
蒲田1,バイオハザード RE:3,5.0,42,XS
蒲田1,ワンパンマン,5.0,43,XS
蒲田1,主役は銭形5,5.0,180,XS
蒲田1,炎炎ノ消防隊,5.0,228,XS
蒲田1,犬夜叉2,5.0,20,XS
蒲田1,緑ドン VIVA!情熱南米編 REVIVAL,5.0,108,XS
蒲田1,ToLOVEるダークネス,6.0,138,XS
蒲田1,チバリヨ2,6.0,12,XS
蒲田1,機動戦士ガンダムユニコーン 覚醒DRIVE,6.0,54,XS
蒲田1,沖ドキ!DUO アンコール,6.0,182,XS
蒲田1,沖ドキ!GOLD‐30,6.0,33,XS
蒲田1,いざ！番長,7.0,364,XS
蒲田1,ジャグラーガールズ,7.0,523,XS
蒲田1,バイオハザード5,7.0,258,XS
蒲田1,マギアレコード 魔法少女まどか☆マギカ外伝,7.0,426,XS
蒲田1,戦国乙女4 戦乱に閃く炯眼の軍師,7.0,523,XS
蒲田1,沖ドキ!BLACK,7.0,523,XS
蒲田1,ミリオンゴッド‐神々の軌跡‐,8.0,63,S
蒲田1,吉宗,8.0,412,S
蒲田1,鉄拳6,8.0,166,S
蒲田1,ゴッドイーター リザレクション,9.0,523,S
蒲田1,花笠,9.0,90,S
蒲田1,キングハナハナ-30,10.0,523,S
蒲田1,スーパーブラックジャック,10.0,489,S
蒲田1,戦国乙女5 業火を穿つ宿焔の双刃,10.0,14,S
蒲田1,新鬼武者3,10.0,258,S
蒲田1,東京リベンジャーズ,10.0,287,S
蒲田1,機動戦士ガンダムSEED,10.0,60,S
蒲田1,モンスターハンターライズ,11.0,523,S
蒲田1,東京喰種,11.0,489,S
蒲田1,甲鉄城のカバネリ 海門(うなと)決戦,11.0,112,S
蒲田1,ハッピージャグラーVIII,12.0,523,S
蒲田1,革命機ヴァルヴレイヴ,12.0,427,S
蒲田1,革命機ヴァルヴレイヴ2,14.0,230,M
蒲田1,ゴーゴージャグラー3,15.0,523,M
蒲田1,ファンキージャグラー2,15.0,523,M
蒲田1,からくりサーカス,17.0,512,M
蒲田1,北斗の拳 転生の章2,17.0,167,M
蒲田1,モンキーターンV,18.0,523,M
蒲田1,かぐや様は告らせたい,19.0,519,M
蒲田1,スマスロ北斗の拳,20.0,523,L
蒲田1,ネオアイムジャグラーEX,22.0,287,L
蒲田1,マイジャグラーV,25.0,523,L
蒲田1,アイムジャグラーEX-TP,33.0,356,XL
楽園,009 RE:CYBORG,1.0,29,XXS
楽園,D4DJ Pachi‐Slot Mix,1.0,89,XXS
楽園,GI優駿倶楽部黄金,1.0,136,XXS
楽園,OVER-SLOT「AINZ OOAL GOWN絶対支配者光臨」,1.0,1,XXS
楽園,Re:ゼロから始める異世界生活,1.0,9,XXS
楽園,あの日見た花の名前を僕達はまだ知らない。,1.0,32,XXS
楽園,えとたま,1.0,20,XXS
楽園,けものフレンズ,1.0,409,XXS
楽園,とある科学の超電磁砲,1.0,58,XXS
楽園,とある魔術の禁書目録,1.0,221,XXS
楽園,なめ猫～液晶ないけどなめんじゃねぇ～,1.0,15,XXS
楽園,アオハル♪操 A‐LIVE,1.0,310,XXS
楽園,アカメが斬る！2,1.0,36,XXS
楽園,アクエリオン ALL STARS,1.0,144,XXS
楽園,アラジンAクラシック,1.0,11,XXS
楽園,ギルティクラウン2,1.0,301,XXS
楽園,ケロット4,1.0,51,XXS
楽園,コードギアス 反逆のルルーシュ/復活のルルーシュ,1.0,51,XXS
楽園,コードギアス反逆のルルーシュ3,1.0,364,XXS
楽園,ゴブリンスレイヤー,1.0,165,XXS
楽園,ゴールデンカムイ,1.0,181,XXS
楽園,シャア専用パチスロ 逆襲の赤い彗星,1.0,410,XXS
楽園,ストライクウィッチーズ2,1.0,175,XXS
楽園,スロドル,1.0,102,XXS
楽園,スーパービンゴネオクラシック,1.0,39,XXS
楽園,スーパー海物語 IN JAPAN祭,1.0,108,XXS
楽園,ゾンビランドサガ,1.0,416,XXS
楽園,デビル メイ クライ 5,1.0,386,XXS
楽園,ドンちゃん2,1.0,27,XXS
楽園,ハードボイルド,1.0,311,XXS
楽園,バイオハザード:ヴェンデッタ,1.0,109,XXS
楽園,パチスロ新鬼武者,1.0,103,XXS
楽園,ファイヤードリフト,1.0,218,XXS
楽園,ファンタシースターオンライン2,1.0,102,XXS
楽園,フレームアームズ・ガール,1.0,69,XXS
楽園,ベルセルク無双,1.0,27,XXS
楽園,マジカルハロウィン8,1.0,397,XXS
楽園,モモキュンソード,1.0,87,XXS
楽園,リング 恐襲ノ連鎖,1.0,54,XXS
楽園,リングにかけろ1 V,1.0,60,XXS
楽園,交響詩篇エウレカセブン3 HI-EVOLUTION ZERO,1.0,3,XXS
楽園,冴えない彼女の育てかた,1.0,64,XXS
楽園,北斗の拳 宿命,1.0,30,XXS
楽園,十字架5,1.0,31,XXS
楽園,幼女戦記,1.0,332,XXS
楽園,戦姫絶唱シンフォギア 勇気の歌,1.0,320,XXS
楽園,政宗 戦極,1.0,83,XXS
楽園,武装神姫,1.0,265,XXS
楽園,物語シリーズ セカンドシーズン,1.0,96,XXS
楽園,犬夜叉,1.0,84,XXS
楽園,真俺の空,1.0,266,XXS
楽園,笑ゥせぇるすまん4,1.0,67,XXS
楽園,緋弾のアリアII,1.0,166,XXS
楽園,織田信奈の野望 全国版,1.0,72,XXS
楽園,蒼穹のファフナー EXODUS,1.0,58,XXS
楽園,蛇喰夢子という女,1.0,356,XXS
楽園,転生したらスライムだった件,1.0,198,XXS
楽園,鉄拳5,1.0,408,XXS
楽園,魔法少女育成計画,1.0,380,XXS
楽園,麻雀格闘倶楽部 覚醒,1.0,66,XXS
楽園,麻雀格闘倶楽部参,1.0,67,XXS
楽園,黄門ちゃま天,1.0,8,XXS
楽園,モンキーターンⅣ,1.5,6,XXS
楽園, ULTRAMAN,2.0,3,XXS
楽園,1000ちゃん,2.0,4,XXS
楽園,1000ちゃんA,2.0,66,XXS
楽園,A‐SLOT+ 異世界かるてっと,2.0,77,XXS
楽園,OVERLORD絶対支配者光臨II,2.0,88,XXS
楽園,SHAKE BONUS TRIGGER,2.0,243,XXS
楽園,SLOTドルアーガの塔,2.0,284,XXS
楽園,ULTRAMAN,2.0,24,XXS
楽園,ひぐらしのなく頃に祭2,2.0,300,XXS
楽園,アイドルマスター ミリオンライブ！,2.0,106,XXS
楽園,アナザーゴッドハーデス‐解き放たれし槍撃ver.‐,2.0,93,XXS
楽園,キン肉マン～7人の悪魔超人編～,2.0,15,XXS
楽園,グランベルム,2.0,431,XXS
楽園,ゲゲゲの鬼太郎 覚醒,2.0,24,XXS
楽園,コードギアス反逆のルルーシュ3 C.C.&Kallen ver.,2.0,523,XXS
楽園,シャーマンキング,2.0,436,XXS
